idx,0,LOG_TIME,2024-01-13T22:59:43,2024-01-13T16:59:43
idx,1,LOG_TIME,2024-01-13T22:59:44,2024-01-13T16:59:45
idx,2,LOG_TIME,2024-01-13T22:59:46,2024-01-13T16:59:46
idx,3,LOG_TIME,2024-01-13T22:59:47,2024-01-13T16:59:47
idx,4,LOG_TIME,2024-01-13T22:59:48,2024-01-13T16:59:48
idx,5,LOG_TIME,2024-01-13T22:59:49,2024-01-13T16:59:49
idx,6,LOG_TIME,2024-01-13T22:59:50,2024-01-13T16:59:50
idx,7,LOG_TIME,2024-01-13T22:59:51,2024-01-13T16:59:51
idx,8,LOG_TIME,2024-01-13T22:59:52,2024-01-13T16:59:52
idx,9,LOG_TIME,2024-01-13T22:59:53,2024-01-13T16:59:53
idx,10,LOG_TIME,2024-01-13T22:59:54,2024-01-13T16:59:54
idx,11,LOG_TIME,2024-01-13T22:59:55,2024-01-13T16:59:55
idx,12,LOG_TIME,2024-01-13T22:59:56,2024-01-13T16:59:56
idx,13,LOG_TIME,2024-01-13T22:59:57,2024-01-13T16:59:57
idx,14,LOG_TIME,2024-01-13T22:59:58,2024-01-13T16:59:58
idx,15,LOG_TIME,2024-01-13T22:59:59,2024-01-13T16:59:59
idx,16,LOG_TIME,2024-01-13T23:00:00,2024-01-13T17:00:00
idx,17,LOG_TIME,2024-01-13T23:00:01,2024-01-13T17:00:01
idx,18,LOG_TIME,2024-01-13T23:00:02,2024-01-13T17:00:02
idx,19,LOG_TIME,2024-01-13T23:00:03,2024-01-13T17:00:03
idx,20,LOG_TIME,2024-01-13T23:00:04,2024-01-13T17:00:04
idx,21,LOG_TIME,2024-01-13T23:00:05,2024-01-13T17:00:05
idx,22,LOG_TIME,2024-01-13T23:00:06,2024-01-13T17:00:06
idx,23,LOG_TIME,2024-01-13T23:00:07,2024-01-13T17:00:07
idx,24,LOG_TIME,2024-01-13T23:00:08,2024-01-13T17:00:08
idx,25,LOG_TIME,2024-01-13T23:00:09,2024-01-13T17:00:09
idx,26,LOG_TIME,2024-01-13T23:00:10,2024-01-13T17:00:10
idx,27,LOG_TIME,2024-01-13T23:00:12,2024-01-13T17:00:12
idx,28,LOG_TIME,2024-01-13T23:00:13,2024-01-13T17:00:13
idx,29,LOG_TIME,2024-01-13T23:00:14,2024-01-13T17:00:14
idx,30,LOG_TIME,2024-01-13T23:00:15,2024-01-13T17:00:15
idx,31,LOG_TIME,2024-01-13T23:00:16,2024-01-13T17:00:16
idx,32,LOG_TIME,2024-01-13T23:00:17,2024-01-13T17:00:17
idx,33,LOG_TIME,2024-01-13T23:00:18,2024-01-13T17:00:18
idx,34,LOG_TIME,2024-01-13T23:00:19,2024-01-13T17:00:19
idx,35,LOG_TIME,2024-01-13T23:00:20,2024-01-13T17:00:20
